assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32001910849,Rural Connectivity,Earthern road,"Uttar Mahishyapara , Earthwork in road from Gholgachi to Singerdanga (Phase-II) under Dignagar G.P",3201009008/RC/320201060168476,21-01-2014,187610,0,0,0,0,0  ,187610,
32001910850,Rural Connectivity,Earthern road,Brick soling at chapra dignagar from the hose of santanu sarkar up to primary school,3201009008/RC/08/28,01-08-2009,12489,37204.5,0,0,37204.5,0  ,49693.5,
32001910846,Rural Connectivity,Bitumen Top,E/W in a road from Kaya Baroari Tola upto chandra Sekhar Kalghar,3201009008/RC/14(11-12),07-03-2012,9840,0,0,0,0,0  ,9840,
32001910854,Rural Connectivity,Bitumen Top,E/W on a road from H/O Sudhir Ganguly upto Gopia Bill at Goalpara,3201009008/RC/10(11-12),08-02-2012,105860,0,0,0,0,0  ,105860,
32001910851,Rural Connectivity,Earthern road,Earth eork on roda from the H/O lt. Bhajan Mandal at Goalpara to Gopia Beel.,3201009008/RC/090805/09,12-01-2009,42333,0,0,0,0,0  ,42333,
32001910855,Plantation,Plantation,Baliadanga Purba & Paschimpara Fruit Plantation Phase I,3201009008/DP/34040960272,22-07-2014,28054,951.7,0,0,951.7,0  ,29005.7,
32001910859,Rural Connectivity,Earthern road,E/W in embankmento fo road from the H/O of Sanatan Debnath to Timekal.,3201009008/RC/090808/45,10-01-2008,0,22550,0,0,22550,0  ,22550,
32001910856,Plantation,Block Plantation in fields-Horticulture-Community,"Ghoshpara, Fruit Plantation Phasde-1",3201009008/DP/34040960783,17-07-2014,12168,8243.2,0,760,7483.2,0  ,20411.2,
32001910860,Rural Connectivity,Bitumen Top,E/W in a road with G/W from the H/O Khokan Durlav upto Sirighat at Dignagar,3201009008/RC/12(11-12),07-03-2012,113300,0,0,0,0,0  ,113300,
32001910861,Rural Connectivity,Earthern road,Earth work in embankment on earghen road at kaya from the house Chandrasekhar ,3201009008/RC/12/08,25-08-2009,2390,0,0,0,0,0  ,2390,
32001910862,Rural Connectivity,Earthern road,Brick Flat solling road at Chapra Dignagar from Pravat Sangha to h/o Shambhu Pandit,3201009008/RC/13( 10-11),03-04-2010,0,12005,0,12005,0,0  ,12005,
32001910865,Rural Connectivity,Earthern road,Road with Bamboo pilling work from the house of Rabi Biswas towards the Taltala ,3201009008/RC/18/(09-10),25-08-2009,20901,14451,0,0,14451,0  ,35352,
32001910864,Rural Connectivity,Earthern road,"Goalpara, Earthwork in road with pilling from Bhangapara Kalitala to end of Goalpara ",3201009008/RC/320201060160912,06-02-2014,349524,10872,10872,0,0,0  ,360396,
32001910833,Plantation,Plantation,"Chabighata Singerpara, Plantation beside road fro singerpara mouja",3201009008/DP/34040958536,08-07-2014,13182,39041,0,1521,37520,0  ,52223,
32001910868,Rural Connectivity,Earthern road,Dignagar uttar para from the house or Rabi paul upto the house Bidhanbisws Via H/O ,3201009008/RC/30 (09-10),01-12-2009,29137,120613.86,0,0,120613.86,0  ,149750.86,
32001910866,Rural Connectivity,Earthern road,Earthwork in road from the starting of Gholgachi to the end of Gholgachi Phase II,3201009008/RC/320201060140239,10-10-2013,163082,0,0,0,0,0  ,163082,
32001910872,Plantation,Plantation in Government Premises,"Geolgari & Dakshin Hatisala, Fruit Plantation Phase-I",3201009008/DP/34040960791,17-07-2014,25350,2028,0,2028,0,0  ,27378,
32001910871,Rural Connectivity,Earthern road,"Uttar Mahishyapara, Earth work in road from Gholgachi to Singerdanga.",3201009008/RC/320201060147732,10-12-2013,406027,0,0,0,0,0  ,406027,
32001910877,Plantation,Plantation,Geolgari & Dakshin Hatisala Fruit Plantation Phase II,3201009008/DP/34040968689,01-08-2014,25688,11635.2,0,10123,1512.2,0  ,37323.2,
32001910875,Plantation,Block Plantation in fields-Horticulture-Community,"Gholgachi, Fruit Plantation Phase I",3201009008/DP/34040961208,22-07-2014,20280,21600,0,0,21600,0  ,41880,
32001910879,Rural Connectivity,Earthern road,Rwad at from Kaya from the house of Dilip mondal towards the Chandra,3201009008/RC/12/19,10-08-2009,23617,3294,0,0,3294,0  ,26911,
32001910880,Plantation,Plantation in Government Premises,"Madhyam Hatisala, Fruit Plantation Phase I",3201009008/DP/34040962555,22-07-2014,39546,4309,3549,760,0,0  ,43855,
32001910885,Rural Connectivity,Earthern road,Earthwork on the Road Beleghat to Durlabhpara at Dig South,3201009008/RC/23(09-10),17-03-2009,186439,0,0,0,0,0  ,186439,
32001910882,Plantation,Plantation in Government Premises,"Bazarpara, fruit Plantation Phase-I",3201009008/DP/34040967528,22-07-2014,5070,0,0,0,0,0  ,5070,
32001910887,Rural Connectivity,Earthern road,Repair of a WBM Road at mailka from the h/o Nirmal sadhukhan ,3201009008/RC/31/(09-10),01-12-2009,15000,80628.72,0,0,80628.72,0  ,95628.72,
32001910894,Rural Connectivity,Bitumen Top,Repair of WBM road at Kaya,3201009008/RC/27 (10-11),01-04-2011,25285,87624.99,0,0,87624.99,0  ,112909.99,
32001910889,Rural Connectivity,Earthern road,Earthwork in filling ground of Goalpara Pry School,3201009008/RC/07(10-11),17-03-2010,29661,37125,0,0,37125,0  ,66786,
32001910891,Rural Connectivity,Bitumen Top,Constraction of a WBM Road at Goalpara,3201009008/RC/25 (10-11),01-04-2011,11830,47164,0,0,47164,0  ,58994,
32001910896,Rural Connectivity,Earthern road,WBM ROAD DIGNAGAR UTTAR PARA TO MADAN BISWAS,3201009008/RC/29(09-10),12-10-2009,24809,57524.16,0,0,57524.16,0  ,82333.16,
32001910830,Rural Connectivity,Renovation,DIGHI TOWARDS THE GOPIA AT GHOLGACHI,3201009008/WH/17(09-10),10-08-2009,48922,0,0,0,0,0  ,48922,
32001910897,Rural Connectivity,Kharanja (Brick/Stone),Renovation of road with Brick Bats from Talikhola ,3201009008/RC/320201060135818,08-07-2013,10268,165597,0,7323,158274,0  ,175865,
32001910899,Rural Connectivity,Bitumen Top,Constraction a WBM Road at Ghoshpara,3201009008/RC/39(09-10),01-04-2010,10300,0,0,0,0,0  ,10300,
32001964222,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Pradip Ghosh,3201009008/IF/22012034362100,09-01-2017,16008,0,0,0,0,0  ,16008,
32001910831,Rural Connectivity,Strengthening of Embankment,Earth work in of a Pond of Rajbihari Debnath at geolgari ,3201009008/WH/20/09,20-03-2009,50274,0,0,0,0,0  ,50274,
32001910893,Rural Connectivity,Bitumen Top,Repair of a WBM road at Ghoshpara,3201009008/RC/26 (10-11),01-04-2011,25415,0,0,0,0,0  ,25415,
32001964216,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Latika Shil,3201009008/IF/22012034362082,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964279,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Ananta Biswas,3201009008/IF/22012034362122,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964286,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Prabhas Debnath,3201009008/IF/22012034362157,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964293,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Angur Dafadar,3201009008/IF/22012034362174,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964247,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Mijanur Mondal,3201009008/IF/22012034362118,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964300,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Purnima Pramanick,3201009008/IF/22012034362177,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964240,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Dilip Mondal,3201009008/IF/22012034362114,09-01-2017,16008,0,0,0,0,0  ,16008,
32001964230,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Basanti Debnath,3201009008/IF/22012034362105,09-01-2017,16008,0,0,0,0,0  ,16008,
32001980798,Land Improvement,Reclamation of Land,Modakpara Land dev. of Indi beni (60 Nos) Phase IV,3201009008/LD/321002040636322,29-09-2015,379115,0,0,0,0,0  ,379115,
32001980691,Renovation of Drain,Drainage in Water Logged Areas,Geolgari Renovation of Drain from Giolgari Culvert to N.H 34,3201009008/FP/70201153004,08-07-2015,30240,1827,0,1827,0,0  ,32067,
32001964309,Gitanjali House,Houses (State Scheme),Con of Gitanjali House of Subhendu Halder,3201009008/IF/22012034362179,09-01-2017,16008,0,0,0,0,0  ,16008,
32001980906,Farm Pond,Water Absorption Trench,Excavation of firm pond on the land of Kalipada Sardar & Sanatan Sardar at Chabighata,3201009008/WC/704010303890,15-02-2017,107663,7656,0,7656,0,0  ,115319,
32001980966,Renovation of Drain,Construction of Intermediate and Link Drains,Jiolgari Excavation of Drain From Culvert to Cinema Hall via H/O HareRam Nath.,3201009008/FP/70201173175,05-07-2016,40016,7138,0,2640,4498,0  ,47154,
32002175912,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1004328,3201009008/IF/IAY/1052876,15-02-2017,16200,0,0,0,0,0  ,16200,
32001980878,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-010/30061,3201009008/IF/IAY/738533,15-07-2015,15798,0,0,0,0,0  ,15798,
32002175920,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1304785,3201009008/IF/IAY/1055816,15-02-2017,16200,0,0,0,0,0  ,16200,
32002175928,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1009948,3201009008/IF/IAY/1052928,15-02-2017,16200,0,0,0,0,0  ,16200,
32002175950,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1201515,3201009008/IF/IAY/1054775,15-02-2017,16200,0,0,0,0,0  ,16200,
32001980847,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-011/54595,3201009008/IF/IAY/738535,15-07-2015,15798,0,0,0,0,0  ,15798,
32002175974,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1871030,3201009008/IF/IAY/1059006,15-02-2017,16200,0,0,0,0,0  ,16200,
32001980864,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-005/55286,3201009008/IF/IAY/739168,15-07-2015,15788,0,0,0,0,0  ,15788,
32001980758,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/31057,3201009008/IF/IAY/751642,28-07-2015,16024,0,0,0,0,0  ,16024,
32002176030,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1648538,3201009008/IF/IAY/1058211,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176039,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1320781,3201009008/IF/IAY/1056002,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176054,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1663151,3201009008/IF/IAY/1058266,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176046,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1828428,3201009008/IF/IAY/1058824,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176090,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-004/30007,3201009008/IF/IAY/739163,15-07-2015,15768,0,0,0,0,0  ,15768,
32002176057,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1528912,3201009008/IF/IAY/1057575,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176062,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1772361,3201009008/IF/IAY/1058645,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176093,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1663278,3201009008/IF/IAY/1058267,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176025,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1613786,3201009008/IF/IAY/1058004,15-02-2017,16200,0,0,0,0,0  ,16200,
32002175996,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB2240219,3201009008/IF/IAY/989688,09-02-2017,16104,0,0,0,0,0  ,16104,
32002176017,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1883639,3201009008/IF/IAY/1059061,15-02-2017,16200,0,0,0,0,0  ,16200,
32001980824,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-013/31092,3201009008/IF/IAY/750959,28-07-2015,15192,0,0,0,0,0  ,15192,
32001980737,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-009/31555,3201009008/IF/IAY/738524,15-07-2015,15792,0,0,0,0,0  ,15792,
32002176001,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1236545,3201009008/IF/IAY/1055186,15-02-2017,16200,0,0,0,0,0  ,16200,
32002177912,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-011/54623,3201009008/IF/IAY/751033,28-07-2015,15798,0,0,0,0,0  ,15798,
32002218148,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1877912,3201009008/IF/IAY/1059034,15-02-2017,16200,0,0,0,0,0  ,16200,
32002177854,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1837327,3201009008/IF/IAY/1058855,15-02-2017,16200,0,0,0,0,0  ,16200,
32002218158,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1011889,3201009008/IF/IAY/947723,28-01-2017,16056,0,0,0,0,0  ,16056,
32002177892,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1854018,3201009008/IF/IAY/1058917,15-02-2017,16200,0,0,0,0,0  ,16200,
32002218178,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2224715,3201009008/IF/IAY/989673,09-02-2017,16104,0,0,0,0,0  ,16104,
32002177924,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1905435,3201009008/IF/IAY/1059125,15-02-2017,16200,0,0,0,0,0  ,16200,
32002218195,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1689038,3201009008/IF/IAY/963843,12-01-2017,16056,0,0,0,0,0  ,16056,
32002177841,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB1489808,3201009008/IF/IAY/1057379,15-02-2017,16200,0,0,0,0,0  ,16200,
32002176100,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-003/60792,3201009008/IF/IAY/739855,15-07-2015,15768,0,0,0,0,0  ,15768,
32002176094,IAY House,IAY Houses,Construction of IAY House -IAY REG. NO. WB-01-009-008-010/30131,3201009008/IF/IAY/751348,28-07-2015,15798,0,0,0,0,0  ,15798,
32002218225,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1878724,3201009008/IF/IAY/966141,28-01-2017,16104,0,0,0,0,0  ,16104,
32002218266,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2257681,3201009008/IF/IAY/989713,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218177,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1088043,3201009008/IF/IAY/949634,20-01-2017,16056,0,0,0,0,0  ,16056,
32002218260,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2242607,3201009008/IF/IAY/989693,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218281,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2235385,3201009008/IF/IAY/989683,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218275,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2246869,3201009008/IF/IAY/989701,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218187,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1893285,3201009008/IF/IAY/966339,28-01-2017,16104,0,0,0,0,0  ,16104,
32002218271,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2253248,3201009008/IF/IAY/989711,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218255,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1676671,3201009008/IF/IAY/963635,28-01-2017,16056,0,0,0,0,0  ,16056,
32002218228,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1704629,3201009008/IF/IAY/964087,28-01-2017,16104,0,0,0,0,0  ,16104,
32002218298,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1237053,3201009008/IF/IAY/987565,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218291,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2207910,3201009008/IF/IAY/989649,09-02-2017,16104,0,0,0,0,0  ,16104,
32002218169,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1037990,3201009008/IF/IAY/948134,28-01-2017,16104,0,0,0,0,0  ,16104,
32002218306,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1906723,3201009008/IF/IAY/966553,28-01-2017,16104,0,0,0,0,0  ,16104,
32002218319,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1830114,3201009008/IF/IAY/965224,28-01-2017,16104,0,0,0,0,0  ,16104,
32002218347,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1676352,3201009008/IF/IAY/963626,28-01-2017,16056,0,0,0,0,0  ,16056,
32002221454,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1196411,3201009008/IF/IAY/952615,28-01-2017,16104,0,0,0,0,0  ,16104,
32002221478,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1894834,3201009008/IF/IAY/966351,12-01-2017,16056,0,0,0,0,0  ,16056,
32002221399,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2142521,3201009008/IF/IAY/968871,28-01-2017,16104,0,0,0,0,0  ,16104,
32002221505,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1663240,3201009008/IF/IAY/963446,28-01-2017,16104,0,0,0,0,0  ,16104,
32002221473,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1916073,3201009008/IF/IAY/978243,08-02-2017,16104,0,0,0,0,0  ,16104,
32002221497,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2224146,3201009008/IF/IAY/989669,09-02-2017,16104,0,0,0,0,0  ,16104,
32002221459,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1282010,3201009008/IF/IAY/955409,20-01-2017,16056,0,0,0,0,0  ,16056,
32002221547,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1663252,3201009008/IF/IAY/963448,12-01-2017,16056,0,0,0,0,0  ,16056,
32002221443,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1671220,3201009008/IF/IAY/963557,20-01-2017,16056,0,0,0,0,0  ,16056,
32002359670,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1850897,3201009008/IF/IAY/1313838,29-03-2017,16200,0,0,0,0,0  ,16200,
32002218287,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB2224157,3201009008/IF/IAY/989670,09-02-2017,16104,0,0,0,0,0  ,16104,
32002221427,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1830106,3201009008/IF/IAY/965223,21-01-2017,16104,0,0,0,0,0  ,16104,
32002359666,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1227786,3201009008/IF/IAY/1310631,12-03-2017,16200,0,0,0,0,0  ,16200,
32002218234,IAY Houses,IAY Houses,Construction of IAY House -IAY REG. NO. WB1775543,3201009008/IF/IAY/964714,21-01-2017,16056,0,0,0,0,0  ,16056,
32002359701,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1236501,3201009008/IF/IAY/1333357,12-03-2017,16200,0,0,0,0,0  ,16200,
32002359707,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3047064,3201009008/IF/IAY/1327278,12-03-2017,16200,0,0,0,0,0  ,16200,
32002359672,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1879939,3201009008/IF/IAY/1313937,29-03-2017,16200,0,0,0,0,0  ,16200,
32002359713,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2741372,3201009008/IF/IAY/1339733,29-03-2017,16200,0,0,0,0,0  ,16200,
32002359695,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB3123677,3201009008/IF/IAY/1317656,04-04-2017,16200,0,0,0,0,0  ,16200,
32002359696,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2288071,3201009008/IF/IAY/1315681,12-03-2017,16200,0,0,0,0,0  ,16200,
32002359724,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2353193,3201009008/IF/IAY/1349347,30-03-2017,16200,0,0,0,0,0  ,16200,
32002359691,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2847387,3201009008/IF/IAY/1339989,29-03-2017,16200,0,0,0,0,0  ,16200,
32002359729,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2983260,3201009008/IF/IAY/1327161,29-03-2017,16200,0,0,0,0,0  ,16200,
32002359693,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2288098,3201009008/IF/IAY/1315682,04-04-2017,16200,0,0,0,0,0  ,16200,
32002359722,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB1221295,3201009008/IF/IAY/1344063,30-03-2017,16200,0,0,0,0,0  ,16200,
32002359748,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2185390,3201009008/IF/IAY/1315200,12-03-2017,16200,0,0,0,0,0  ,16200,
32002359727,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2907350,3201009008/IF/IAY/1340104,30-03-2017,16200,0,0,0,0,0  ,16200,
32002359777,PMAY(G),IAY Houses,Construction of IAY House -IAY REG. NO. WB2549282,3201009008/IF/IAY/1316504,30-03-2017,16200,0,0,0,0,0  ,16200,
