scheme_code,completion_date,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3214003007/IF/IAY/2655571,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5304082 ,09-07-2020,19380,0,18405,0,24-09-2019,18405,0,0,0,0  ,18405,
3214003007/IF/IAY/2655577,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5457384 ,09-07-2020,19380,0,18344,0,24-09-2019,18344,0,0,0,0  ,18344,
3214003007/IF/IAY/2655574,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4447122 ,23-07-2020,19380,0,18522,0,24-09-2019,18522,0,0,0,0  ,18522,
3214003007/IF/IAY/2655554,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4831757 ,09-07-2020,19380,0,17298,0,24-09-2019,17298,0,0,0,0  ,17298,
3214003007/IF/IAY/2655585,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4559108 ,05-07-2020,19380,0,18340,0,24-09-2019,18340,0,0,0,0  ,18340,
3214003007/IF/IAY/2655547,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5030332 ,05-07-2020,19380,0,18556,0,24-09-2019,18556,0,0,0,0  ,18556,
3214003007/IF/IAY/2655562,09-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4760132 ,09-07-2020,19380,0,18552,0,24-09-2019,18552,0,0,0,0  ,18552,
3214003007/IF/IAY/2655565,23-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4026892 ,23-07-2020,19380,0,18964,0,24-09-2019,18964,0,0,0,0  ,18964,
3214003007/IF/22012034298784,30-08-2018,Const of IAY House of Budhu paramanik  ,30-08-2018,16720,528,10968,264,27-11-2015,10968,0,264,0,0  ,11232,
3214003007/IF/IAY/2061966,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1853927 ,25-11-2019,18145,0,11269,0,15-01-2018,11269,0,0,0,0  ,11269,
3214003007/IF/IAY/2210725,22-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2956235 ,22-07-2020,19380,0,18548,0,24-01-2018,18548,0,0,0,0  ,18548,
3214003007/IF/IAY/2655593,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4944072 ,05-07-2020,18145,0,18162,0,24-09-2019,18162,0,0,0,0  ,18162,
3214003007/IF/IAY/2065116,02-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4363938 ,02-08-2020,19380,0,12988,0,15-01-2018,12988,0,0,0,0  ,12988,
3214003007/IF/IAY/2061253,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1851954 ,25-11-2019,18145,0,12606,0,15-01-2018,12606,0,0,0,0  ,12606,
3214003007/IF/IAY/1873465,16-09-2019,Construction of IAY House -IAY REG. NO. WB5582762 ,16-09-2019,17100,0,15420,0,29-06-2017,15420,0,0,0,0  ,15420,
3214003007/IF/IAY/2061907,16-09-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4639124 ,16-09-2019,18145,0,16235,0,26-01-2018,16235,0,0,0,0  ,16235,
3214003007/IF/IAY/1830732,20-08-2019,Construction of IAY House -IAY REG. NO. WB5657094 ,20-08-2019,17100,0,14888,0,29-06-2017,14888,0,0,0,0  ,14888,
3214003007/IF/IAY/1830694,16-09-2019,Construction of IAY House -IAY REG. NO. WB5573744 ,16-09-2019,17100,0,17036,0,29-06-2017,17036,0,0,0,0  ,17036,
3214003007/IF/IAY/1830710,16-09-2019,Construction of IAY House -IAY REG. NO. WB5778710 ,16-09-2019,17100,0,17227,0,29-06-2017,17227,0,0,0,0  ,17227,
3214003007/IF/IAY/1830639,20-08-2019,Construction of IAY House -IAY REG. NO. WB5601918 ,20-08-2019,17100,0,16919,0,29-06-2017,16919,0,0,0,0  ,16919,
3214003007/IF/IAY/1830593,20-08-2019,Construction of IAY House -IAY REG. NO. WB5207158 ,20-08-2019,17100,0,16802,0,29-06-2017,16802,0,0,0,0  ,16802,
3214003007/IF/IAY/1830585,20-08-2019,Construction of IAY House -IAY REG. NO. WB5129562 ,20-08-2019,17100,0,17569,0,29-06-2017,17569,0,0,0,0  ,17569,
3214003007/IF/IAY/1830550,16-09-2019,Construction of IAY House -IAY REG. NO. WB5543638 ,16-09-2019,17100,0,14171,0,29-06-2017,14171,0,0,0,0  ,14171,
3214003007/IF/IAY/1830580,20-08-2019,Construction of IAY House -IAY REG. NO. WB5399013 ,20-08-2019,17100,0,17492,0,29-06-2017,17492,0,0,0,0  ,17492,
3214003007/IF/IAY/1830531,20-08-2019,Construction of IAY House -IAY REG. NO. WB5202463 ,20-08-2019,17100,0,16457,0,29-06-2017,16457,0,0,0,0  ,16457,
3214003007/IF/IAY/1830459,20-08-2019,Construction of IAY House -IAY REG. NO. WB4936896 ,20-08-2019,17100,0,15582,0,29-06-2017,15582,0,0,0,0  ,15582,
3214003007/IF/IAY/1830535,16-09-2019,Construction of IAY House -IAY REG. NO. WB5008066 ,16-09-2019,17100,0,16993,0,29-06-2017,16993,0,0,0,0  ,16993,
3214003007/IF/IAY/1830384,06-06-2019,Construction of IAY House -IAY REG. NO. WB4303638 ,06-06-2019,17100,0,14399,0,29-06-2017,14399,0,0,0,0  ,14399,
3214003007/IF/IAY/1830404,16-09-2019,Construction of IAY House -IAY REG. NO. WB4365996 ,16-09-2019,17100,0,17227,0,29-06-2017,17227,0,0,0,0  ,17227,
3214003007/DP/22012034367048,10-08-2018,"Clean Environment at school Campus Schemes(Compost pit,sok pit,BFS,LD etc at Chitra Pry.School ",10-08-2018,157680,42874,41760.02,13876.1,26-04-2017,41760.02,1080,1080,11716.1,0  ,55636.12,
3214003007/DP/22012034366973,10-08-2018,"Clean Environment at School Campus Scheems(Compost pit,sok pit,BFS,LD etc at Belabohal Pry.School ",10-08-2018,157680,42874,17280,12901.1,26-04-2017,17280,1080,0,11821.1,0  ,30181.1,
3214003007/DP/22012034367054,10-08-2018,"Clean Environment at school Campus Schemes(Compost pit,sok pit,BFS,LD etc at Chitra Urdu Pry.School ",10-08-2018,157680,42874,43560.08,13876.1,26-04-2017,43560.08,1080,1080,11716.1,0  ,57436.18,
3214003007/IF/IAY/2063119,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5505539 ,05-07-2020,19380,0,17871,0,26-01-2018,17871,0,0,0,0  ,17871,
3214003007/DP/22012034366960,10-08-2018,"Clean Environment at School Campus Scheme Compost pit,sok pit, BFS, LD,etc at Bahuka pry.school ",10-08-2018,157680,42874,25560,3039,26-04-2017,25560,0,540,2499,0  ,28599,
3214003007/DP/22012034366776,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Matalpara Pry. School ",10-08-2018,157680,42874,28440.02,11716.1,26-04-2017,28440.02,0,0,11716.1,0  ,40156.12,
3214003007/DP/22012034366954,10-08-2018,"Clean Environment at School Campus Scheme (Compost pit,so pit,BFS,LD etc at Bagdisha pry.School ",10-08-2018,157680,42874,11160,11821.1,26-04-2017,11160,0,0,11821.1,0  ,22981.1,
3214003007/DP/22012034366772,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Saldiha Pry. School ",10-08-2018,157680,42874,21600,11821.1,26-04-2017,21600,0,0,11821.1,0  ,33421.1,
3214003007/DP/22012034366773,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Saharjuri Pry. School ",10-08-2018,157680,42874,18360,2499,26-04-2017,18360,0,0,2499,0  ,20859,
3214003007/DP/22012034366775,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Nimdiha Pry. School ",10-08-2018,157680,42874,42300.11,13876.1,26-04-2017,42300.11,1080,1080,11716.1,0  ,56176.21,
3214003007/DP/22012034366770,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Susunia Primary School ",10-08-2018,157680,42874,20520,11821.1,26-04-2017,20520,0,0,11821.1,0  ,32341.1,
3214003007/IF/IAY/1926711,20-08-2019,Construction of IAY House -IAY REG. NO. WB4262325 ,20-08-2019,17100,0,15317,0,29-06-2017,15317,0,0,0,0  ,15317,
3214003007/DP/22012034366756,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Kharpora Jr. High School ",10-08-2018,288000,45394,52020.12,14251.1,26-04-2017,52020.12,1080,1350,11821.1,0  ,66271.22,
3214003007/DP/22012034366757,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Ladhurka PHC ",10-08-2018,288000,45394,54000,4119,26-04-2017,54000,0,1620,2499,0  ,58119,
3214003007/DP/22012034366681,27-04-2018,"Clean Environment at school campus LD, Plantation etc at Jambad East SSk ",27-04-2018,288000,45394,7200,2499,26-04-2017,7200,0,0,2499,0  ,9699,
3214003007/DP/22012034366685,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Belabahal MSK ",10-08-2018,288000,45394,39420,13876.1,26-04-2017,39420,1080,1080,11716.1,0  ,53296.1,
3214003007/IF/IAY/2061311,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3808243 ,25-11-2019,18145,0,11269,0,15-01-2018,11269,0,0,0,0  ,11269,
3214003007/DP/22012034366152,10-08-2018,"CLEAN ENVIRONMENT AT SCHOOL CAMPUS SCHEMES( Compost pit, soke, pit, ld etc) at bhuyadih Pry. School ",10-08-2018,157680,42874,16380,12901.1,26-04-2017,16380,1080,0,11821.1,0  ,29281.1,
3214003007/DP/22012034366153,10-08-2018,"CLEAN ENVIRONMENT AT SCHOOL CAMPUS SCHES (Compost pit, soke pit, LD Etc) at Chhachrakuli Pry. School ",10-08-2018,157680,42874,25920,2499,26-04-2017,25920,0,0,2499,0  ,28419,
3214003007/DP/22012034366150,11-05-2018,"Clean Environment at school Campus Schemes( Compost pit, sok pit,BFS,LD etc at Bhelagora Pry. School ",11-05-2018,157680,42874,18720,12901.1,26-04-2017,18720,1080,0,11821.1,0  ,31621.1,
3214003007/DP/22012034366766,10-08-2018,"Clean Environment at school campus LD, Plantation etc at Shyamnagar Pry. School ",10-08-2018,157680,42874,21600,13441.1,26-04-2017,21600,1080,540,11821.1,0  ,35041.1,
3214003007/DP/22012034343484,10-08-2018,Nursery of Kartik Mukherjee ,10-08-2018,30060,19762,5400,19448.96,16-04-2017,5400,0,0,19448.96,0  ,24848.96,
3214003007/DP/22012034366598,11-05-2018,"Clean environment at school campus schemes (Compost pit, Soak pit, LD etc)at Ladhurka High School ",11-05-2018,288000,45394,45360,12091.1,26-04-2017,45360,0,270,11821.1,0  ,57451.1,
3214003007/IF/IAY/2062234,20-10-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3769273 ,20-10-2020,19380,0,19380,0,24-01-2018,19380,0,0,0,0  ,19380,
3214003007/IF/22012034418743,03-05-2020,Land Dev. with Recharge Pit of Biru Mudi ,03-05-2020,100657,5652,46668.44,3931.5,14-12-2018,46668.44,0,1432.5,2499,0  ,50599.94,
3214003007/IF/22012034616907,03-05-2020,Exca.of Raban Tudu Happa  ,03-05-2020,189472,7944,182195.03,7369.5,03-01-2019,182195.03,0,4870.5,2499,0  ,189564.53,
3214003007/IF/IAY/2062769,24-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5726236 ,24-07-2020,19380,0,17763,0,26-01-2018,17763,0,0,0,0  ,17763,
3214003007/IF/22012034411737,03-05-2020,Land Dev. With Recharge pit of Bibekananda Deoghoriya ,03-05-2020,99893,5365,76400,4791,14-06-2018,76400,0,2292,2499,0  ,81191,
3214003007/IF/22012034616910,03-05-2020,Exca.of Samiti Happa(NMUB)  ,03-05-2020,189472,7944,184697,7942.5,14-12-2018,184697,0,5443.5,2499,0  ,192639.5,
3214003007/DP/22012034344364,10-08-2018,Nursery at Kharpora Sansad 17-18 ,10-08-2018,30059,19763,11700,16851,16-04-2017,11700,0,0,16851,0  ,28551,
3214003007/IF/22012034411494,03-05-2020,Land Dev. With Recharge pit of Yudhisthir Majhi Gope ,03-05-2020,100657,5652,83085,4791,03-01-2019,83085,0,2292,2499,0  ,87876,
3214003007/IF/22012034409561,03-05-2020,Land Dev.with Recharge pit of Krishna Roy 18-19 ,03-05-2020,99893,5365,99893,5364,06-08-2018,99893,0,2865,2499,0  ,105257,
3214003007/IF/22012034409492,03-05-2020,Land Dev.of with Recharge Pit of Asit Banerjee  ,03-05-2020,99893,5365,99129.07,5650.5,14-06-2018,99129.07,0,3151.5,2499,0  ,104779.57,
3214003007/DP/22012034343493,03-05-2020,Road Side Plantation at Ladhurka VIII ,03-05-2020,88433,109623,11078.06,67381,06-07-2018,11078.06,0,0,67381,0  ,78459.06,
3214003007/IF/22012034409311,03-05-2020,Excavation of Indrajit Tudu  Happa ,03-05-2020,189472,7944,161777,7083,03-01-2019,161777,0,4584,2499,0  ,168860,
3214003007/IF/22012034411498,03-05-2020,Land Dev. with Recharge Pit of Bholanath Mudi ,03-05-2020,100657,5652,100657,5364,02-11-2018,100657,0,2865,2499,0  ,106021,
3214003007/IF/IAY/1830253,06-06-2019,Construction of IAY House -IAY REG. NO. WB4285283 ,06-06-2019,17100,0,12908,0,29-06-2017,12908,0,0,0,0  ,12908,
3214003007/IF/IAY/1830266,06-06-2019,Construction of IAY House -IAY REG. NO. WB4026981 ,06-06-2019,17100,0,10388,0,29-06-2017,10388,0,0,0,0  ,10388,
3214003007/IF/IAY/1830323,06-06-2019,Construction of IAY House -IAY REG. NO. WB4360267 ,06-06-2019,17100,0,15505,0,29-06-2017,15505,0,0,0,0  ,15505,
3214003007/IF/IAY/1830194,07-06-2019,Construction of IAY House -IAY REG. NO. WB4360403 ,07-06-2019,17100,0,10542,0,29-06-2017,10542,0,0,0,0  ,10542,
3214003007/IF/IAY/1830103,07-06-2019,Construction of IAY House -IAY REG. NO. WB2898282 ,07-06-2019,17100,0,14208,0,29-06-2017,14208,0,0,0,0  ,14208,
3214003007/IF/IAY/1830057,07-06-2019,Construction of IAY House -IAY REG. NO. WB3479930 ,07-06-2019,17100,0,14399,0,29-06-2017,14399,0,0,0,0  ,14399,
3214003007/IF/IAY/1829951,07-06-2019,Construction of IAY House -IAY REG. NO. WB2571326 ,07-06-2019,17100,0,15582,0,29-06-2017,15582,0,0,0,0  ,15582,
3214003007/IF/IAY/1829942,06-06-2019,Construction of IAY House -IAY REG. NO. WB1347877 ,06-06-2019,17100,0,15662,0,29-06-2017,15662,0,0,0,0  ,15662,
3214003007/IF/IAY/1829927,06-06-2019,Construction of IAY House -IAY REG. NO. WB2010326 ,06-06-2019,17100,0,15094,0,29-06-2017,15094,0,0,0,0  ,15094,
3214003007/IF/IAY/1829938,07-06-2019,Construction of IAY House -IAY REG. NO. WB1583041 ,07-06-2019,17100,0,15887,0,29-06-2017,15887,0,0,0,0  ,15887,
3214003007/IF/IAY/1829904,06-06-2019,Construction of IAY House -IAY REG. NO. WB1487823 ,06-06-2019,17100,0,14550,0,29-06-2017,14550,0,0,0,0  ,14550,
3214003007/IF/IAY/1830198,07-06-2019,Construction of IAY House -IAY REG. NO. WB4061766 ,07-06-2019,17100,0,15274,0,29-06-2017,15274,0,0,0,0  ,15274,
3214003007/IF/IAY/1829872,06-06-2019,Construction of IAY House -IAY REG. NO. WB1762928 ,06-06-2019,17100,0,15736,0,29-06-2017,15736,0,0,0,0  ,15736,
3214003007/IF/22012034409482,20-10-2020,Land Dev.with Recharge pit of Mahadeb Mudi ,20-10-2020,100657,5652,67996.08,2005.5,02-11-2018,67996.08,0,2005.5,0,0  ,70001.58,
3214003007/IF/IAY/1829774,06-06-2019,Construction of IAY House -IAY REG. NO. WB1487850 ,06-06-2019,17100,0,3820,0,29-06-2017,3820,0,0,0,0  ,3820,
3214003007/IF/IAY/1829878,06-06-2019,Construction of IAY House -IAY REG. NO. WB1863681 ,06-06-2019,17100,0,14399,0,29-06-2017,14399,0,0,0,0  ,14399,
3214003007/IF/IAY/2655546,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5127233 ,05-07-2020,19380,0,18509,0,24-09-2019,18509,0,0,0,0  ,18509,
3214003007/IF/IAY/1829889,16-09-2019,Construction of IAY House -IAY REG. NO. WB1953345 ,16-09-2019,17100,0,16651,0,29-06-2017,16651,0,0,0,0  ,16651,
3214003007/IF/IAY/2061793,25-11-2019,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2807212 ,25-11-2019,18145,0,16426,0,15-01-2018,16426,0,0,0,0  ,16426,
3214003007/IF/IAY/1301276,07-06-2019,Construction of IAY House -IAY REG. NO. WB5554174 ,07-06-2019,17100,0,16442,0,06-03-2017,16442,0,0,0,0  ,16442,
3214003007/IF/IAY/2655550,05-07-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4005575 ,05-07-2020,19380,0,18548,0,24-09-2019,18548,0,0,0,0  ,18548,
3214003007/IF/321002041033707,03-03-2020,Excavation of Krishnapada Mudi Farm Pond usharmukti 19-20 ,03-03-2020,396685.71,1500,437008.22,0,25-10-2019,437008.22,0,0,0,0  ,437008.22,
3214003007/IF/34041050365,01-08-2019,Excavation of Atul mahato Happa ,01-08-2019,190260,8170,189900,5400,26-10-2017,189900,0,5400,0,0  ,195300,
3214003007/IF/22012034561959,09-09-2019,Land Dev. of Haripada Mandal ,09-09-2019,189360,8170,47927.17,3358.5,26-10-2017,47927.17,0,859.5,2499,0  ,51285.67,
3214003007/IF/22012034587329,31-05-2019,Excavation of Malati Tudu Happa ,31-05-2019,190260,8170,88299,5389.96,25-09-2017,88299,0,2766,2623.96,0  ,93688.96,
3214003007/IF/22012034418762,07-09-2019,Excavation of Prafulla Mahato Happa ,07-09-2019,190260,8170,197876.26,8067.46,26-10-2017,197876.26,0,5443.5,2623.96,0  ,205943.72,
3214003007/IF/22012034418572,31-05-2019,Excavation of Sharat Mudi Happa  ,31-05-2019,69840,4660,59651,4276.96,26-10-2017,59651,0,1653,2623.96,0  ,63927.96,
3214003007/DP/22012034339526,10-08-2018,Nursery of Nimdiha at sansad IX ,10-08-2018,30059,19763,9540,21718.96,16-04-2017,9540,0,270,21448.96,0  ,31258.96,
3214003007/IF/IAY/1829856,16-09-2019,Construction of IAY House -IAY REG. NO. WB1408645 ,16-09-2019,17100,0,17036,0,29-06-2017,17036,0,0,0,0  ,17036,
3214003007/IF/22012034418571,05-08-2019,Excavation of Raben Mudi Happa 17-18 ,05-08-2019,69840,4660,69660.04,7158,25-09-2017,69660.04,0,2160,4998,0  ,76818.04,
3214003007/IF/IAY/1829923,26-06-2019,Construction of IAY House -IAY REG. NO. WB1327341 ,26-06-2019,17100,0,17455,0,29-06-2017,17455,0,0,0,0  ,17455,
3214003007/IF/22012034411593,31-05-2019,Land Dev.of Debendranath Mandal 17-18 ,31-05-2019,93240,5470,50040,4243.96,13-09-2017,50040,0,1620,2623.96,0  ,54283.96,
3214003007/IF/IAY/1300438,07-06-2019,Construction of IAY House -IAY REG. NO. WB5497999 ,07-06-2019,17100,0,16266,0,06-03-2017,16266,0,0,0,0  ,16266,
3214003007/IF/IAY/4827913,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5524803 ,22-06-2022,20235,0,12528,0,06-11-2019,12528,0,0,0,0  ,12528,
3214003007/IF/22012034416880,07-09-2019,Excavation of Nilkantha Mudi Happa  ,07-09-2019,69840,4660,63505.05,3849,26-10-2017,63505.05,0,1350,2499,0  ,67354.05,
3214003007/IF/IAY/4650233,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3774934 ,22-06-2022,19380,0,5712,0,01-01-2021,5712,0,0,0,0  ,5712,
3214003007/IF/IAY/4743943,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3984366 ,22-06-2022,19380,0,15096,0,06-11-2019,15096,0,0,0,0  ,15096,
3214003007/IF/22012034411505,09-09-2019,Land Dev.of Radhu Bauri ,09-09-2019,43560,3850,42452.09,3612,05-06-2017,42452.09,0,1113,2499,0  ,46064.09,
3214003007/IF/IAY/4648252,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5719755 ,22-06-2022,19380,0,12648,0,30-12-2020,12648,0,0,0,0  ,12648,
3214003007/IF/22012034410216,09-09-2019,Land Dev. Of Manoj Roy  ,09-09-2019,43560,3850,30371.43,3039,22-06-2017,30371.43,0,540,2499,0  ,33410.43,
3214003007/IF/IAY/4648383,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5568177 ,22-06-2022,19380,0,8880,0,25-12-2020,8880,0,0,0,0  ,8880,
3214003007/IF/IAY/4648248,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4265648 ,22-06-2022,19380,0,9588,0,27-10-2020,9588,0,0,0,0  ,9588,
3214003007/IF/22012034410222,09-09-2019,Land Dev. Of Krittibas Mahato 17-18 ,09-09-2019,43560,3850,14516,2499,22-06-2017,14516,0,0,2499,0  ,17015,
3214003007/IF/IAY/1356640,07-06-2019,Construction of IAY House -IAY REG. NO. WB5579112 ,07-06-2019,17100,0,16207,0,06-03-2017,16207,0,0,0,0  ,16207,
3214003007/IF/22012034410232,09-09-2019,Land Dev. Of Dilip Kr. Mahato 17-18 ,09-09-2019,43560,3850,48132,3358.5,22-07-2017,48132,0,859.5,2499,0  ,51490.5,
3214003007/DP/22012034340085,24-07-2020,Orchard for Guava Orchard Near Daulat Public School ,24-07-2020,257850,30586,78119,22149.5,20-07-2018,78119,0,1432.5,20717,0  ,100268.5,
3214003007/IF/IAY/4648250,22-06-2022,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4447451 ,22-06-2022,19380,0,6120,0,30-12-2020,6120,0,0,0,0  ,6120,
